word,level,pos,definition_url,voice_url
fool,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fool_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foo/fool_/fool__us_1.ogg
foot,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/foot_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foo/foot_/foot__us_1.ogg
footage,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/footage,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foo/foota/footage__us_1.ogg
football,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/football,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foo/footb/football__us_4.ogg
for,A1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/for_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for__/for__us_1_rr.ogg
forbid,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/forbid,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forbi/forbid__us_1.ogg
force,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/force_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/force/force__us_1.ogg
force,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/force_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/force/force__us_1.ogg
forecast,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/forecast_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forec/forecast__us_1.ogg
forecast,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/forecast_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forec/forecast__us_1.ogg
foreign,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/foreign,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forei/foreign__us_1_rr.ogg
foreigner,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/foreigner,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forei/foreigner__us_1_rr.ogg
forest,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/forest,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fores/forest__us_1_rr.ogg
forever,B1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/forever,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forev/forever__us_1.ogg
forge,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/forge_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forge/forge__us_1.ogg
forget,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/forget,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forge/forget__us_1.ogg
forgive,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/forgive,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forgi/forgive__us_1.ogg
fork,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fork_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fork_/fork__us_1.ogg
form,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/form_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/form_/form__us_1.ogg
form,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/form_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/form_/form__us_1.ogg
formal,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/formal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forma/formal__us_1.ogg
format,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/format_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forma/format__us_1.ogg
formation,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/formation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forma/formation__us_1.ogg
former,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/former_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forme/former__us_1.ogg
formerly,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/formerly,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forme/formerly__us_1.ogg
formula,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/formula,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/formu/formula__us_1.ogg
formulate,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/formulate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/formu/formulate__us_1.ogg
forth,C1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/forth_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forth/forth__us_1.ogg
forthcoming,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/forthcoming,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forth/forthcoming__us_1_rr.ogg
fortunate,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/fortunate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fortu/fortunate__us_1.ogg
fortunately,A2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/fortunately,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fortu/fortunately__us_1.ogg
fortune,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fortune,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fortu/fortune__us_2.ogg
forty,A1,number,https://www.oxfordlearnersdictionaries.com/definition/english/forty,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forty/forty__us_1.ogg
forum,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/forum,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forum/forum__us_1.ogg
forward,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/forward_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forwa/forward__us_1.ogg
forward,A2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/forward_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forwa/forward__us_1.ogg
fossil,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fossil,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fos/fossi/fossil__us_1.ogg
foster,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/foster_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fos/foste/foster__us_2_rr.ogg
found,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/found,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/found/found__us_2.ogg
foundation,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/foundation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/found/foundation__us_1.ogg
founder,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/founder_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/found/founder__us_1.ogg
four,A1,number,https://www.oxfordlearnersdictionaries.com/definition/english/four#four_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/four_/four__us_1.ogg
fourteen,A1,number,https://www.oxfordlearnersdictionaries.com/definition/english/fourteen,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/fourt/fourteen__us_1.ogg
fourth,A1,ordinal number,https://www.oxfordlearnersdictionaries.com/definition/english/fourth_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/fourt/fourth__us_1.ogg
fraction,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fraction,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/fract/fraction__us_1.ogg
fragile,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/fragile,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/fragi/fragile__us_1.ogg
fragment,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fragment_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/fragm/fragment__us_1.ogg
frame,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frame_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/frame/frame__us_1.ogg
frame,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/frame_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/frame/frame__us_1.ogg
framework,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/framework,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/frame/framework__us_1.ogg
franchise,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/franchise_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/franc/franchise__us_1.ogg
frankly,C1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/frankly,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/frank/frankly__us_1.ogg
fraud,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fraud,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/fraud/fraud__us_1.ogg
free,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/free_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/free_/free__us_1.ogg
free,A2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/free_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/free_/free__us_1.ogg
free,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/free_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/free_/free__us_1.ogg
freedom,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/freedom,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/freed/freedom__us_2.ogg
freely,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/freely,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/freel/freely__us_1.ogg
freeze,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/freeze_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/freez/freeze__us_1.ogg
frequency,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frequency,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/frequ/frequency__us_2.ogg
frequent,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/frequent_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/frequ/frequent__us_1.ogg
frequently,B1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/frequently,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/frequ/frequently__us_1.ogg
fresh,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/fresh_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/fresh/fresh__us_1.ogg
friday,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/friday,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frida/friday__us_1_rr.ogg
fridge,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fridge,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/fridg/fridge__us_1.ogg
friend,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/friend_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frien/friend__us_1.ogg
friendly,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/friendly_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frien/friendly__us_1.ogg
friendship,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/friendship,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frien/friendship__us_2.ogg
frighten,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/frighten,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frigh/frighten__us_2.ogg
frightened,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/frightened,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frigh/frightened__us_1.ogg
frightening,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/frightening,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frigh/frightening__us_2_rr.ogg
frog,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frog,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fro/frog_/frog__us_2_rr.ogg
from,A1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/from,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fro/from_/from__us_1_rr.ogg
front,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/front_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fro/front/front__us_1.ogg
front,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/front_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fro/front/front__us_1.ogg
frozen,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/frozen_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fro/froze/frozen__us_3.ogg
fruit,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fruit_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fru/fruit/fruit__us_1.ogg
frustrated,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/frustrated,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fru/frust/frustrated__us_2.ogg
frustrating,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/frustrating,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fru/frust/frustrating__us_1.ogg
frustration,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/frustration,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fru/frust/frustration__us_1.ogg
fry,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/fry_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fry/fry__/fry__us_1.ogg
fuel,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fuel_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fue/fuel_/fuel__us_1_rr.ogg
fuel,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/fuel_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fue/fuel_/fuel__us_1_rr.ogg
fulfil,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/fulfil,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/ful/fulfi/fulfil__us_1.ogg
full,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/full_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/ful/full_/full__us_1.ogg
full-time,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/full-time_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/ful/full_/full_time_1_us_1.ogg
full-time,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/full-time_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/ful/full_/full_time_1_us_1.ogg
fully,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/fully,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/ful/fully/fully__us_2.ogg
fun,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/fun_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fun__/fun__us_1.ogg
fun,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fun_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fun__/fun__us_1.ogg
function,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/function_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funct/function__us_4.ogg
function,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/function_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funct/function__us_4.ogg
functional,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/functional,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funct/functional__us_1.ogg
fund,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fund_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fund_/fund__us_1.ogg
fund,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/fund_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fund_/fund__us_1.ogg
fundamental,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/fundamental_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funda/fundamental__us_3.ogg
fundamentally,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/fundamentally,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funda/fundamentally__us_1.ogg
funding,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/funding,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fundi/funding__us_4.ogg
fundraising,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fundraising,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fundr/fundraising_1_us_2.ogg
funeral,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/funeral,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funer/funeral__us_1.ogg
funny,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/funny,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funny/funny__us_2.ogg
fur,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/fur,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fur/fur__/fur__us_1.ogg
furious,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/furious,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fur/furio/furious__us_1.ogg
furniture,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/furniture,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fur/furni/furniture__us_2.ogg
further,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/further_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fur/furth/further__us_2.ogg
further,B1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/further_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fur/furth/further__us_2.ogg
furthermore,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/furthermore,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fur/furth/furthermore__us_4.ogg
future,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/future_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fut/futur/future__us_2.ogg
future,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/future_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fut/futur/future__us_2.ogg
gain,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gain_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gai/gain_/gain__us_1.ogg
gain,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/gain_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gai/gain_/gain__us_1.ogg
gallery,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gallery,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gal/galle/gallery__us_1.ogg
gallon,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gallon,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gal/gallo/gallon__us_1.ogg
gambling,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gambling,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gam/gambl/gambling__us_1.ogg
game,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/game_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gam/game_/game__us_1.ogg
gaming,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gaming,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gam/gamin/gaming__us_1.ogg
gang,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gang_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gan/gang_/gang__us_1.ogg
gap,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gap,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gap/gap__/gap__us_1.ogg
garage,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/garage_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gar/garag/garage__us_1_rr.ogg
garden,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/garden_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gar/garde/garden__us_1.ogg
gas,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gas_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gas/gas__/gas__us_1.ogg
gate,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gat/gate_/gate__us_1.ogg
gather,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/gather,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gat/gathe/gather__us_2.ogg
gathering,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gathering,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gat/gathe/gathering__us_1.ogg
gay,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/gay_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gay/gay__/gay__us_1.ogg
gaze,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gaze_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gaz/gaze_/gaze__us_1.ogg
gaze,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/gaze_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gaz/gaze_/gaze__us_1.ogg
gear,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gear_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gea/gear_/gear__us_1.ogg
gender,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gender,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gende/gender__us_1.ogg
gene,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gene_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gene_/gene_1_us_3.ogg
general,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/general_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gener/general__us_2_rr.ogg
generally,B1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/generally,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gener/generally__us_2_rr.ogg
generate,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/generate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gener/generate__us_1.ogg
generation,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/generation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gener/generation__us_1.ogg
generic,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/generic_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gener/generic__us_1.ogg
generous,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/generous,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gener/generous__us_1.ogg
genetic,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/genetic,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/genet/genetic__us_1.ogg
genius,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/genius_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/geniu/genius__us_1.ogg
genocide,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/genocide,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/genoc/genocide__us_1.ogg
genre,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/genre,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/genre/genre__us_1.ogg
gentle,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/gentle,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gentl/gentle__us_3.ogg
gentleman,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gentleman,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gentl/gentleman__us_3.ogg
genuine,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/genuine,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/genui/genuine__us_1.ogg
genuinely,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/genuinely,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/genui/genuinely__us_1.ogg
geography,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/geography,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/geo/geogr/geography__us_1.ogg
gesture,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gesture_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/ges/gestu/gesture__us_1_rr.ogg
get,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/get,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/get/get__/get__us_1.ogg
ghost,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ghost_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gho/ghost/ghost__us_1.ogg
giant,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/giant_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gia/giant/giant__us_1.ogg
giant,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/giant_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gia/giant/giant__us_1.ogg
gift,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gift_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gif/gift_/gift__us_1.ogg
gig,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/gig_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gig/gig__/gig__us_1.ogg
